Gaia DR3 2068368396202071168,9.67,78.36746372,2.7872123147920926,B,D,1804.4027426921689,103.23,75,57,47,46,41,46
Gaia DR3 1865519977036620544,7.764,78.43630294284918,-9.54436537,ON9.2IV,C,1918.281220026856,14,77,59,45,38,33,36
Gaia DR3 1466492844936757632,15.77,78.43861172782702,83.46896301798442,B,E,13831.25864453665,-20,29,36,48,64,82,95
Gaia DR3 2068107876366768768,7.66,80.26332059,1.9136693771117792,B,E,1473.4050390452337,-11,77,60,49,47,43,47
Gaia DR3 2069197324893936000,8.98,80.34742334671132,3.738519685497734,B,E,1177.717583323519,0,77,59,50,50,45,48
Gaia DR3 1466180789792744576,14.7,80.99321695900733,83.61916842,B,E,5899.705014749263,-243,29,36,48,65,82,95
Gaia DR3 2082047179854088064,9.53,81.18425080542082,6.607085178518057,ON9.7Iab,C,2943.773918163085,-8,78,60,52,52,49,52
Gaia DR3 1472888978953013248,13.74,82.33954846290298,80.74962352301323,B,E,3949.4470774091633,92,32,37,48,65,82,95
Gaia DR3 1595319323828473216,17.71,83.48431327,50.449437719953146,BN,E,12360.939431396786,-157.094,62,65,66,67,80,94
Gaia DR3 2083123563069450624,11.33,84.00722837946661,4.966986366794935,B,D,2870.264064293915,-8.9,81,63,55,55,52,52
Gaia DR3 2070363425700214016,12.23,84.09223107566939,2.213232613885752,B,D,524.9619402593312,-2.87,82,63,53,52,48,49
Gaia DR3 2163194775810546176,12.45,85.23752389199056,0.42736180997204837,B,D,384.61538461538464,-9.75,83,65,53,52,47,48
Gaia DR3 2071575705986410112,9.11,85.37617711106913,4.1394264928266225,B,D,2939.447383891828,-3.1,83,65,56,56,52,53
Gaia DR3 1464691879250847488,16.15,85.58517098731987,85.79506936268534,B,E,2375.8612497030176,-171.525,28,36,49,65,83,96
Gaia DR3 1466780332867334016,11.6,85.92961345913635,83.20426710719562,B,E,1618.1229773462785,-116,30,37,49,65,83,96
HD 238624,10.21,86.99475359376429,38.10674171929147,B,E,340.13605442176873,-158.279007,100,100,100,100,100,100
Gaia DR3 2166874879903636480,10.41,87.07072392305322,1.7155280339217802,B,D,3581.6618911174783,-27.94,85,66,57,56,52,52
Gaia DR3 2167127252175085696,10.13,87.81665432159613,2.3217705686467256,B,D,271.20114989287555,-21.32,86,68,58,57,54,53
Gaia DR3 2167312416803190144,10.32,88.21079257413993,3.0625957731317115,B,D,3012.0481927710844,-20.07,87,68,59,60,56,55
Gaia DR3 2168171646471386752,10.69,88.77846154793768,3.747997737300843,B,D,1236.0939431396785,-3.04063,88,69,61,61,58,57
Gaia DR3 2362650518709242496,13.399,89.45512636109076,-81.74177701,B,E,507.20227226617976,22.65,80,65,50,34,16,4
Gaia DR3 1466313143505133824,15.27,90.92059460893276,84.79229875595121,B,E,29940.119760479043,-135,29,36,49,65,83,96
Gaia DR3 2160077939517532544,5.74,92.27506681824107,25.430118629306477,O,C,128.4043195213087,-10.5,100,100,100,100,100,100
Gaia DR3 1973196868729504128,11.49,92.40206675582341,-7.932598631,B,D,380.6623524933384,-80.07,90,72,57,50,46,44
Gaia DR3 1476129205360667904,12.23,92.72551201967482,77.40802115949411,B,E,2553.6261491317673,95,36,40,50,66,84,97
Gaia DR3 2171386725864619264,11.57,93.72969486566113,-0.790890746,B,D,578.0012716027975,0.33,94,74,64,62,59,58
Gaia DR3 2171372535290208512,12.23,93.76307190854402,-0.918262409,B,D,637.3892536,3.62,94,74,64,62,59,57
Gaia DR3 2171707680174293376,12.64,94.43091919992528,0.24464251257767544,B,D,1634.7882949158081,-7.82531,95,76,66,66,62,61
Gaia DR3 1978132610791097088,13.04,94.74661884503253,-3.412979588,B,D,387.3716831299632,-156.41,94,75,62,59,56,54
Gaia DR3 1607105057685587584,16.09,95.54574857109718,56.47108613276334,BN,E,5434.782608695652,-54,72,74,75,76,92,100
Gaia DR3 1464647211589997440,16.63,96.21233088871821,86.27573455,B,E,12870.01287001287,62.8,28,35,50,65,83,96
Gaia DR3 2173315200539739648,10.93,96.66278589163483,-0.183352369,B,D,6297.229219143577,32.99,97,79,69,69,66,64
Gaia DR3 2191365195725045248,9.21,97.74154908494235,7.209880842237965,B,D,964.4131545954288,-20,100,100,100,100,100,100
Gaia DR3 2173570527752920448,10.87,97.79037012064602,-0.604915203,B,D,2689.6180742334586,42.83,98,81,71,70,67,66
Gaia DR3 2178397074562221952,12.36,99.30916711,3.704267905214042,B,D,939.4964299135663,2.23,100,100,100,100,100,100
Gaia DR3 2000060033744980224,11.76,99.97214558,-5.901942353,B,D,2525.8903763576664,-41.7,97,81,66,62,58,57
Gaia DR3 1464011693868471936,15.96,101.54419480449539,88.27969614974789,B,E,5293.806246691371,47,26,35,49,65,83,96
Gaia DR3 2005881810384205696,10.16,101.71513658555678,-1.15439478,B,D,4096.681687832855,-56.81,100,87,78,78,75,75
Gaia DR3 2001752628822403584,10.42,102.70217135486422,-3.715132042,B,D,3528.5815102328866,-73.086197,100,86,73,71,68,67
Gaia DR3 2199492854403570816,9.7,102.97159430754581,1.655030669757635,B,D,4038.7722132471727,71.83,100,100,100,100,100,100
Gaia DR3 2443923016620202496,17.4,102.9878107,-66.67462121,B,E,7220.216606498195,-143.8,87,69,54,38,20,6
Gaia DR3 1989589350152386048,12.2,103.01768837988018,-6.990180486,B,D,441.0532351254796,-32.07,99,84,69,63,60,59
Gaia DR3 1934938537001944960,6.42,103.10997629838575,-14.59000677,B2V,C,457.7287499427839,-11.3,97,79,65,51,46,44
Gaia DR3 2006317972898371456,11.03,103.21979200155153,0.036023014,B,D,3460.2076124567475,38.63,100,94,90,90,89,88
Gaia DR3 2007574714691774848,10.81,103.8680558182657,-0.654955148,B,D,12254.901960784313,-32.1805,100,94,87,87,86,86
Gaia DR3 1645460623171913856,19.895,105.09584375480209,44.73143426824759,B,E,1744.5917655268665,-227.8,100,100,100,100,100,100
Gaia DR3 2431645281373487488,17.3,105.1956822192507,-67.73432599,B,E,11123.470522803116,-171.9,88,69,55,38,21,6
Gaia DR3 2007440058871856768,9.23,107.13677772355072,-0.69731795,O,E,2640.612622128334,-61.8,100,100,100,100,100,100
Gaia DR3 2272048286680400896,12.14,107.31103495656319,16.697948089502653,B,E,297.93826719103805,-133.99,100,100,100,100,100,100
Gaia DR3 1465817366839487744,16.62,107.38395352017798,85.12916432275667,B,E,19920.31873,-105,29,36,50,66,84,97
Gaia DR3 2009058677419883776,12.04,108.79083193683992,-3.55356281,B,D,538.2131324004306,-42.88,100,96,87,85,84,83
Gaia DR3 2223283910899405056,11.57,109.66200154456122,10.689417339874304,B,D,901.5506671474938,-11.04,100,100,100,100,100,100
Gaia DR3 2212168230599744896,11.73,112.09185831249584,5.951266181660681,B,D,481.6027740319784,-13.48,100,100,100,100,100,100
Gaia DR3 2014210507873233024,11.419,112.39139507373613,0.5149085083422597,B,D,3386.3867253640365,-50.31,100,100,100,100,100,100
Gaia DR3 1994552957956073344,8.5,113.49181156932795,-6.930985134,B,E,1609.0104585679805,-20,100,96,83,76,74,73
Gaia DR3 1463975306905518080,14.43,113.86348984637782,88.78028340016282,B,E,9425.070688,-124,26,35,49,65,83,96
Gaia DR3 1465707381316798208,15.28,115.12499640721323,85.53322728438253,B,E,23752.969121140144,-16,29,37,50,66,84,97
Gaia DR3 2012979669025193088,12.08,116.33850882634871,0.14741139062047495,B,E,1604.363869725654,14,100,100,100,100,100,100
Gaia DR3 2377889337553800832,17.3,116.64619096095039,-72.65316878,B,E,4887.5855327468225,-117,87,71,55,39,22,7
Gaia DR3 2016472095906758016,12.12,117.14299486402062,2.3087120140563577,B,D,2637.130801687764,-28.605301,100,100,100,100,100,100
Gaia DR3 429420592715009920,11.26,117.4483683507214,-1.345564508,B,D,4262.574595055413,-78.22,100,100,100,100,100,100
Gaia DR3 431699845971334912,10.8,118.0301895313774,1.7680136696512558,B,D,2998.500749625187,0.400351,100,100,100,100,100,100
Gaia DR3 431417305843338880,9.82,119.04586241354279,0.8813148120797835,B,D,758.4376185058779,-57.73,100,100,100,100,100,100
Gaia DR3 391543482293469696,10.22,119.8217399126299,-13.43193472,B,D,2918.855808523059,-114.100998,100,95,80,64,56,55
Gaia DR3 527356876544834688,8.33,120.73984085581063,2.489682411,B,E,1057.641459545214,-8,100,100,100,100,100,100
Gaia DR3 430769040662018560,4.16,120.83615081297808,0.13508679206309418,BC0.7Ia,C,939.4964299135663,0.3,100,100,100,100,100,100
Gaia DR3 529653069142037632,11.71,121.20799760263685,5.860055623731473,B,D,1895.016107636915,-109.792999,100,100,100,100,100,100
Gaia DR3 523086235948329856,11.72,125.39537310427872,-0.025585602,B,D,3216.4683177870697,65.38,100,100,100,100,100,100
Gaia DR3 524733029488064000,12.94,125.9278902318399,1.6482451190186582,B,D,704.1261794113506,-13.24,100,100,100,100,100,100
Gaia DR3 510182126971871616,10.7,127.31833098271565,-2.540372201,B,C,3201.0243277848913,-27.8409,100,100,100,100,100,100
Gaia DR3 2783587996963390720,15.67,127.5621097413921,-47.0566357,B,E,16077.170418006432,-29,98,81,66,49,33,19
Gaia DR3 512479934470637312,9.44,127.92855318314362,0.9629369405486714,B,D,406.8182742768805,3.7,100,100,100,100,100,100
Gaia DR3 512141899063944192,10.07,128.5455406611757,1.7624007926882068,B,D,2850.6271379703535,-53.4,100,100,100,100,100,100
Gaia DR3 1544383038923660032,10.14,129.43877885752207,67.57238125256681,B,D,238.64639763262772,-19.87,55,58,65,80,97,100
Gaia DR3 506498969171802240,14.13,129.87106695034475,-2.89981673,B,D,2707.092582566324,-90.54,100,100,100,100,100,100
Gaia DR3 506621388616780544,12.38,130.1349713607249,-2.253182888,B,D,529.4647112,-14.75,100,100,100,100,100,100
Gaia DR3 518657643624494848,12.43,130.92621113836574,4.612523594720106,B,D,2683.123155352831,-175.826996,100,100,100,100,100,100
Gaia DR3 508419369310190976,11.57,131.44070012572044,-0.688456724,B,D,3700.962250185048,86.73,100,100,100,100,100,100
Gaia DR3 504561286085395712,8.92,132.90528861415325,-5.865626124,ON9.2V,C,2516.9896803423107,-41.5,100,100,98,85,78,77
Gaia DR3 507689598522111744,10.81,133.00264845198498,-0.03387464,B,D,2308.9355806972985,38.24,100,100,100,100,100,100
Gaia DR3 513678745738692480,11.08,133.5459060023276,1.3301941675748792,B,D,2331.0023310023307,-14.6331,100,100,100,100,100,100
Gaia DR3 514063299933845248,10.79,133.66716400588075,1.7969676085353072,B,D,883.3922261484099,-37.7696,100,100,100,100,100,100
Gaia DR3 458773395659086208,11.03,134.1095504097694,-2.542777715,B,D,2695.4177897574123,-21.788401,100,100,100,100,100,100
Gaia DR3 459169666521204864,10.69,134.15549311390473,-2.04169614,B,D,2319.647413593134,-42.469898,100,100,100,100,100,100
Gaia DR3 465375516296584960,11.55,134.36748888603546,-0.237644229,B,D,2220.2486678507994,-41.037201,100,100,100,100,100,100
Gaia DR3 458728384400453504,11.97,134.39943896930993,-2.552794543,B,D,2369.6682464454975,335.856995,100,100,100,100,100,100
Gaia DR3 458533839562362368,9.331,134.43707820069702,-3.97783151,B,D,2724.7956403269754,-63.314499,100,100,100,93,89,89
Gaia DR3 458531709258674304,9.1828,134.44423493297816,-4.078738178,B,D,2241.6498542927593,-60.705799,100,100,100,92,88,87
Gaia DR3 458568611620603904,10.1,134.45669547504565,-3.558350161,B,D,1011.8385105737125,-56.341499,100,100,100,98,98,98
Gaia DR3 465392627453343360,9.88,134.6690704205346,0.039485252,B,D,681.9421713038735,-13.4195,100,100,100,100,100,100
Gaia DR3 459097064392907264,12.63,134.71947018808876,-2.249858355,B,D,3536.0678925035363,-485.315002,100,100,100,100,100,100
Gaia DR3 458889222336467584,12.54,134.97515255022972,-2.519404727,B,D,2248.706993,-52.918098,100,100,100,100,100,100
Gaia DR3 458454606008605312,7.6934,135.01157850194383,-3.587292584,BC2Ib,C,2421.307506053269,-45.7,100,100,100,95,92,91
Gaia DR3 458310604343959552,10.794,135.01259081471116,-3.849175779,B,D,2344.6658851113716,-0.4,100,100,100,93,88,87
Gaia DR3 458310673063882240,10.6961,135.03467526368303,-3.825601832,B,D,3257.328990228013,-22.2416,100,100,100,93,88,87
Gaia DR3 459023839486023040,11.9,135.11569296563516,-1.711480048,B,D,213.27873397743514,6.41,100,100,100,100,100,100
Gaia DR3 458876921550275456,11.12,135.16441418021412,-2.715372417,B,D,2171.5526601520087,-370.273987,100,100,100,100,100,100
Gaia DR3 458452029026816256,10.04,135.1842020046972,-2.899941663,B,D,692.1373200442968,25.148899,100,100,100,100,100,100
Gaia DR3 458445122719520768,11.2,135.2512417,-3.099119513,B,D,2186.7483052700636,-45.048801,100,100,100,100,100,100
Gaia DR3 458437288699353856,10.7,135.28550345305146,-3.263341959,B,D,2504.3826696719257,437.247986,100,100,100,98,98,97
Gaia DR3 458385405493688832,11.18,135.38246166917708,-3.793622643,B,D,2654.632333421821,-39,100,100,100,92,87,87
Gaia DR3 458428286440421888,11.95,135.55620357948084,-3.175700627,B,D,2428.363283147159,549.346985,100,100,100,98,97,97
Gaia DR3 458047507522415872,11.61,135.89418206054555,-2.829682622,B,D,8424.599831508003,-59.2733,100,100,100,100,100,100
Gaia DR3 465619436087728256,11.65,135.90039660947164,1.2280531781493258,B,D,2985.0746268656717,-58,100,100,100,100,100,100
Gaia DR3 465579578793933696,10.17,135.96888574455593,0.713122139,B,D,2331.5458148752623,24.8832,100,100,100,100,100,100
Gaia DR3 458040365000838912,12,135.9766571595445,-3.042207351,B,D,2538.0710659898473,551.929993,100,100,100,98,96,95
Gaia DR3 458199721161278720,12.16,135.98972458789015,-1.952063959,B,D,2514.4581342720644,-35.994999,100,100,100,100,100,100
Gaia DR3 465721209632986880,11.18,136.07302047507685,1.686042741543053,B,D,3149.606299212598,-487.536011,100,100,100,100,100,100
Gaia DR3 457992330084893568,13.51,136.10883445045218,-3.051923291,B,D,2527.8058645096057,-796.103027,100,100,100,97,94,93
Gaia DR3 458173371547433344,10.49,136.15663352569908,-2.311839646,B,D,2324.500232450023,-15.0246,100,100,100,100,100,100
Gaia DR3 458009784832780544,11.22,136.37594756903312,-2.742380785,B,D,2461.8414574101425,-34.1903,100,100,100,100,100,100
Gaia DR3 464405678327966080,10.48,136.44658943096294,0.005812203,B,D,1018.5373803218579,-31.95,100,100,100,100,100,100
Gaia DR3 454270448865720192,10.78,137.59688323123277,-4.567709647,B,D,1530.221882172915,-77.210197,100,100,99,88,77,75
Gaia DR3 454219699530898048,10.82,137.82021900448729,-4.585521214,B_,E,1614.4656118824669,66.328102,100,100,99,88,77,75
Gaia DR3 464622900596697472,11.86,137.99230753133617,1.2609278698693374,B,D,625.7822277847309,18.02,100,100,100,100,100,100
Gaia DR3 466125108354725248,10.9,138.12728464845648,1.5619970205779716,B,D,1975.8940920766647,-2.43912,100,100,100,100,100,100
Gaia DR3 454303606011095552,10.88,139.10343816113763,-4.696464181,B,D,2546.473134708429,-48.9893,100,100,98,87,75,71
Gaia DR3 1514987458114098560,15.42,139.21773789565202,83.45061176412172,B,E,16556.291390728475,13,30,39,52,69,87,98
Gaia DR3 460466295662450560,9.5,140.05660095434075,0.26181433077365535,B,D,857.2653236176596,-48.726299,100,100,100,100,100,100
Gaia DR3 460408743101480960,9.69,140.32292169761865,0.030573214301813745,B,D,517.5983436853003,-33.604599,100,100,100,100,100,100
Gaia DR3 461964144038070528,12.1,140.46004252511045,1.1861819298624983,B_,E,1314.9243918474688,-37.31,100,100,100,100,100,100
